milestone	id	ledger_status	production_class	owning_production_task	current_evidence
M7A	M7A-52	Complete	production-available	T09-agent-actions	production-composed idempotent autonomous finding-response executor with exact prior-outcome replay
M7A	M7A-53	Complete	production-available	T09-agent-actions	production-composed plan authority persists approval-required steps and stops progression in waiting_approval
M7A	M7A-54	Complete	production-available	T09-agent-actions	production-composed approval decision requires bounded fresh browser authentication
M7A	M7A-55	Complete	production-available	T09-agent-actions	production-composed approval decision resumes the exact run once or terminates it on reject and cancel
M7A	M7A-56	Complete	production-available	T09-agent-actions	production-composed action authorities classify verified, known-failure, and unknown provider outcomes without blind replay
M7A	M7A-57	Complete	production-available	T09-agent-actions	production-composed action-specific finding, policy, session, and connector verification dispatch
M7A	M7A-58	Complete	production-available	T09-agent-actions	production-composed run evaluator reaches contained or remediated only after durable verification
M7A	M7A-59	Complete	production-available	T09-agent-actions	production-composed cancellation stops future progression while retaining cleanup authority
M7A	M7A-60	Complete	production-available	T09-agent-actions	production-composed redacted audit authority records trigger, plan, authorization, approval, execution, verification, and outcome
M7A	M7A-61	Complete	production-available	PROD-current-composition	audited shipped composition: API listSecurityAgentTemplates
M7A	M7A-62	Complete	production-available	T07-security-agent-authority	production-composed public API: capability-filtered listSecurityActions
M7A	M7A-63	Complete	production-available	PROD-current-composition	audited shipped composition: API listSecurityAgents
M7A	M7A-64	Complete	production-available	PROD-current-composition	audited shipped composition: API createSecurityAgent
M7A	M7A-65	Complete	production-available	PROD-current-composition	audited shipped composition: API getSecurityAgent
M7A	M7A-66	Complete	production-available	PROD-current-composition	audited shipped composition: API updateSecurityAgent
M7A	M7A-67	Complete	production-available	PROD-current-composition	audited shipped composition: API deleteSecurityAgent
M7A	M7A-68	Complete	production-available	T07-security-agent-authority	production-composed v27 dry-run authority: scoped plan and approval simulation with zero effects
M7A	M7A-69	Complete	production-available	T07-security-agent-authority	production-composed public API: replay-safe simulateSecurityAgent with zero side effects
M7A	M7A-70	Complete	production-available	T07-security-agent-authority	production-composed public API: scoped replay-safe manual runSecurityAgent
M7A	M7A-71	Complete	production-available	T07-security-agent-authority	production-composed public API: tenant-bound filtered cursor listSecurityAgentRuns
M7A	M7A-72	Complete	production-available	T07-security-agent-authority	production-composed public API: redacted plan, approval, execution, and verification run detail
M7A	M7A-73	Complete	production-available	T07-security-agent-authority	production-composed public API: version-fenced replay-safe cancelSecurityAgentRun
M7A	M7A-74	Complete	production-available	T07-security-agent-authority	production-composed public API: tenant-bound filtered cursor listSecurityAgentApprovals
M7A	M7A-75	Complete	production-available	T07-security-agent-authority	production-composed public API: scoped approval detail with effect, reversibility, TTL, and evidence
M7A	M7A-76	Complete	production-available	T07-security-agent-authority	production-composed public API: fresh-auth approve, reject, and cancel with self-approval denial
M7A	M7A-77	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agents nav/list UI
M7A	M7A-78	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent builder Start/Trigger UI
M7A	M7A-79	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent builder Goal/Scope UI
M7A	M7A-80	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent builder Actions UI
M7A	M7A-81	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent builder Autonomy UI
M7A	M7A-82	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent builder Limits UI
M7A	M7A-83	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent builder Verification UI
M7A	M7A-84	Complete	component-only	T10-product-ui	audited component-only proof: Security Agent builder Simulate UI
M7A	M7A-85	Complete	production-available	PROD-current-composition	audited shipped composition: Security Agent detail UI
M7A	M7A-86	Complete	component-only	T10-product-ui	audited component-only proof: Security Agent run plan UI
M7A	M7A-87	Complete	component-only	T10-product-ui	audited component-only proof: Security Agent run action UI
M7A	M7A-88	Complete	component-only	T10-product-ui	audited component-only proof: Security Agent Approvals list UI
M7A	M7A-89	Complete	component-only	T10-product-ui	audited component-only proof: Security Agent Approval detail UI
M7A	M7A-90	Complete	component-only	T10-product-ui	audited component-only proof: Security Agent activity links
M7A	M7A-90a	Complete	component-only	T10-product-ui	audited component-only proof: Home Security Agent attention summary
M7A	M7A-90b	Complete	component-only	T10-product-ui	audited component-only proof: Home Needs-attention UI
M7A	M7A-90c	Complete	component-only	T10-product-ui	audited component-only proof: approval-required webhook notification
M7A	M7A-90d	Complete	component-only	T10-product-ui	audited component-only proof: Home daily-ops E2E
M7A	M7A-91	Complete	component-only	T09-agent-actions	audited component-only proof: Planner unavailable degraded test
M7A	M7A-92	Complete	production-available	T09-agent-actions	v28 worker-only reconciler atomically expires tenant-scoped approvals, cancels the step, moves the run to needs_human, emits one redacted audit event, and never reclaims the run
M7A	M7A-93	Complete	production-available	T09-agent-actions	production-composed connector timeout and ambiguous-provider outcome remains needs_human without side-effect replay
M7A	M7A-94	Complete	component-only	T09-agent-actions	audited component-only proof: Cross-tenant planner reference test
M7A	M7A-95	Complete	component-only	T09-agent-actions	audited component-only proof: Security Agent action budget test
M7A	M7A-96	Complete	component-only	T09-agent-actions	audited component-only proof: Security Agent auto-response E2E
M7A	M7A-97	Complete	production-available	T09-agent-actions	combined browser and real-worker E2E proves no connector revoke before fresh-auth admin approval and exactly one verified execution
M7A	M7A-98	Complete	production-available	T09-agent-actions	combined PostgreSQL and browser E2E proves complete redacted supervised and autonomous audit chains
M7A	M7A-99	Complete	production-available	T09-agent-actions	combined multi-tenant E2E proves same-looking triggers, approvals, actions, and outcomes remain tenant isolated
M7A	M7A-100	Complete	component-only	T09-agent-actions	audited component-only proof: Security Agent single-tenant profile E2E
M7A	M7A-101	Complete	component-only	T09-agent-actions	audited component-only proof: M7A gate
M8	M8-01a	Complete	component-only	T15-deployment	audited component-only proof: production overlay VPC review
M8	M8-01b	Complete	component-only	T15-deployment	audited component-only proof: production overlay EKS review
M8	M8-01c	Complete	component-only	T15-deployment	audited component-only proof: release Terraform root
M8	M8-01	Complete	component-only	T15-deployment	audited component-only proof: AWS production overlay gate
M8	M8-02	Complete	component-only	T15-deployment	audited component-only proof: AWS S3/KMS/Secrets hardening
M8	M8-03	Complete	component-only	T15-deployment	audited component-only proof: AWS SQS/DLQ hardening
M8	M8-04	Complete	component-only	T15-deployment	audited component-only proof: AWS OpenSearch hardening
M8	M8-05	Complete	component-only	T15-deployment	audited component-only proof: AWS IRSA least-privilege hardening
M8	M8-06	Complete	component-only	T15-deployment	audited component-only proof: Fargate profile
M8	M8-07	Complete	component-only	T15-deployment	audited component-only proof: Attack Lab security group
M8	M8-08a	Complete	production-available	PROD-current-composition	audited shipped composition: Helm web deployment
M8	M8-08b	Complete	production-available	PROD-current-composition	audited shipped composition: Helm API deployment
M8	M8-08c	Complete	production-available	PROD-current-composition	audited shipped composition: Helm web/API services
M8	M8-08	Complete	production-available	PROD-current-composition	audited shipped composition: Helm web/api
M8	M8-09a	Complete	production-available	T15-deployment	shipped private agentsec worker Deployments use immutable images, probes, and bounded resources; release render gate 20/20 at b0caf99
M8	M8-09b	Complete	production-available	T15-deployment	shipped replicated event-ingest Deployment and internal Service bind probes, internal auth, and isolated runtime identity; release render gate 20/20 at b0caf99
M8	M8-09c	Complete	production-available	T15-deployment	shipped worker and ingest pods bind nonzero termination grace, preStop drain, and bounded shutdown; release render gate 20/20 at b0caf99
M8	M8-09	Complete	production-available	T15-deployment	shipped release composes private worker and event-ingest connectivity with exact shutdown authority; release render gate 20/20 at b0caf99
M8	M8-10	Complete	production-available	T15-deployment	customer-edge release ships a private runtime-gateway Deployment and Service with durable bounded policy cache and no database dependency; release render gate 20/20 at b0caf99
M8	M8-11	Complete	production-available	T15-deployment	hosted release selects one verified neo4j+s external endpoint with exact CIDR and secret refs, separate schema init, and no Neo4j ingress; release render gate 20/20 at b0caf99
M8	M8-12	Complete	production-available	T15-deployment	audited shipped composition: exact-pinned private Nango with serialized migration, verified database TLS, bounded egress, pinned-image proof, and zero-finding release review
M8	M8-13	Complete	production-available	T15-deployment	audited shipped composition: exact-pinned private OTel Collector with fail-closed bounded redaction and release proof
M8	M8-14	Complete	production-available	T15-deployment	customer-edge release renders the exact-digest Tetragon 1.7 wrapper, documented privilege boundary, two tracing policies, and disable-safe sensor profile; release render gate 20/20 at b0caf99
M8	M8-15	Complete	production-available	PROD-current-composition	audited shipped composition: Pod disruption/topology
M8	M8-16	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight base
M8	M8-17a	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight IAM IRSA
M8	M8-17b	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight S3 KMS Secrets
M8	M8-17c	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight SQS
M8	M8-17d	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight OpenSearch
M8	M8-17e	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight EKS Fargate
M8	M8-17	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight AWS
M8	M8-18	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight Neon/Stytch
M8	M8-19	Complete	component-only	T16-recovery-ops	audited component-only proof: preflight sensor
M8	M8-20a	Complete	production-available	T16-recovery-ops	v27 signed manifest schema is production-composed; combined E2E verifies scoped version-pinned artifacts and manifest-last publication
M8	M8-20b	Complete	production-available	T16-recovery-ops	recovery backup worker captures tenant configuration and exact PostgreSQL LSN under a fenced hold in combined E2E
M8	M8-20c	Complete	production-available	T16-recovery-ops	recovery backup worker captures version-pinned projection and evidence references with canonical UTC samples in combined E2E
M8	M8-20	Complete	production-available	T16-recovery-ops	public recovery API, agentsecctl, outbox, queue, backup worker, signed artifacts, and browser recovery are production-composed and pass combined E2E
M8	M8-21a	Complete	production-available	T16-recovery-ops	restore worker verifies the exact signed manifest and every pinned child artifact before use in combined E2E
M8	M8-21b	Complete	production-available	T16-recovery-ops	restore worker starts only an isolated non-source Neon branch and namespace through bounded injected production drivers in combined E2E
M8	M8-21c	Complete	production-available	T16-recovery-ops	public API, agentsecctl, and browser poll one durable restore through terminal state and reload in combined E2E
M8	M8-21d	Complete	production-available	T16-recovery-ops	restore validation proves exact asset, finding, policy, and projection rebuild digests in combined E2E
M8	M8-21e	Complete	production-available	T16-recovery-ops	restore cleanup runs under independent authority and retains deleted cleanup evidence in combined E2E
M8	M8-21	Complete	production-available	T16-recovery-ops	full tenant-scoped backup and restore rehearsal passes API, CLI, outbox, queue, workers, artifacts, browser reload, cross-tenant denial, and cleanup E2E
M8	M8-22a	Complete	component-only	T16-recovery-ops	audited component-only proof: upgrade version check
M8	M8-22b	Complete	component-only	T16-recovery-ops	audited component-only proof: upgrade migration check
M8	M8-22c	Complete	component-only	T16-recovery-ops	audited component-only proof: upgrade bundle check
M8	M8-22d	Complete	component-only	T16-recovery-ops	audited component-only proof: upgrade rollback check
M8	M8-22	Complete	component-only	T16-recovery-ops	audited component-only proof: upgrade preflight
M8	M8-23a	Complete	component-only	T16-recovery-ops	audited component-only proof: Start upgrade fixture
M8	M8-23b	Complete	component-only	T16-recovery-ops	audited component-only proof: Run upgrade
M8	M8-23c	Complete	component-only	T16-recovery-ops	audited component-only proof: Inject rollback condition
M8	M8-23d	Complete	component-only	T16-recovery-ops	audited component-only proof: Validate rollback state
M8	M8-23	Complete	component-only	T16-recovery-ops	audited component-only proof: upgrade rollback test
M8	M8-24	Complete	component-only	T16-recovery-ops	audited component-only proof: diagnostics bundle
M8	M8-25	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: real AWS parity IAM
M8	M8-26	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: real AWS parity storage
M8	M8-27	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: real AWS Fargate parity
M8	M8-28	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Stytch outage test
M8	M8-29	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Neon outage test
M8	M8-30	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Nango outage test
M8	M8-31	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: optional vendor outage test
M8	M8-32	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: OpenSearch outage test
M8	M8-33	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Neo4j outage test
M8	M8-34	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SQS saturation test
M8	M8-35	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: runtime latency test
M8	M8-36a	Complete	component-only	T16-recovery-ops	audited component-only proof: API load scenario
M8	M8-36b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Run API load
M8	M8-36c	Complete	component-only	T16-recovery-ops	audited component-only proof: Evaluate API load
M8	M8-36	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: API reference load
M8	M8-37	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: graph bounded load
M8	M8-38a	Complete	component-only	T16-recovery-ops	audited component-only proof: Event load generator
M8	M8-38b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Run event floor load
M8	M8-38c	Complete	component-only	T16-recovery-ops	audited component-only proof: Evaluate event floor load
M8	M8-38	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: event floor load
M8	M8-39	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: sensor overhead measurement
M8	M8-40a	Complete	component-only	T16-recovery-ops	audited component-only proof: API tenant isolation security test
M8	M8-40b	Complete	component-only	T16-recovery-ops	audited component-only proof: graph tenant isolation security test
M8	M8-40c	Complete	component-only	T16-recovery-ops	audited component-only proof: OpenSearch tenant isolation security test
M8	M8-40d	Complete	component-only	T16-recovery-ops	audited component-only proof: S3 tenant isolation security test
M8	M8-40	Complete	component-only	T16-recovery-ops	audited component-only proof: Organization/Workspace isolation security result
M8	M8-41	Complete	component-only	T03-launch-connectors	audited component-only proof: connector SSRF security test; production activation blocks overrides, but no public caller-supplied destination exists to generate the task's required durable rejection audit
M8	M8-42a	Complete	component-only	T14-data-workflows	audited component-only proof: log secret leakage test
M8	M8-42b	Complete	component-only	T14-data-workflows	audited component-only proof: PostHog secret leakage test
M8	M8-42c	Complete	component-only	T14-data-workflows	audited component-only proof: AI secret leakage test
M8	M8-42d	Complete	component-only	T14-data-workflows	audited component-only proof: OTLP secret leakage test
M8	M8-42e	Complete	component-only	T14-data-workflows	audited component-only proof: support bundle leakage test
M8	M8-42f	Complete	component-only	T14-data-workflows	audited component-only proof: evidence leakage policy test
M8	M8-42	Complete	component-only	T14-data-workflows	audited component-only proof: secret leakage security test
M8	M8-43	Complete	production-available	T06-runtime-data-plane	production evidence: composed gateway blocks before transport, rejects traversal and unsafe methods, and forwards only the fixed TLS authority after signed cleanup; focused race and combined E2E pass
M8	M8-44	Complete	production-available	T13-attack-lab	production evidence: fail-closed non-production sandbox, exact egress, bounded resources, no-sandbox cancellation and mandatory cleanup gates
M8	M8-45	Blocked	blocked/external	EXT-image-attestation	audited external evidence gate: SBOM generation
M8	M8-46	Blocked	blocked/external	EXT-image-attestation	audited external evidence gate: image signing
M8	M8-47	Complete	production-available	PROD-current-composition	audited shipped composition: dependency vulnerability gate
M8	M8-48	Complete	production-available	PROD-current-composition	audited shipped composition: license/subprocessor inventory
M8	M8-49	Complete	production-available	PROD-current-composition	audited shipped composition: HIPAA profile test
M8	M8-50	Complete	production-available	PROD-current-composition	audited shipped composition: SOC2 evidence checklist
M8	M8-51a	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Golden stage deploy/discover
M8	M8-51b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Golden stage exposure/test
M8	M8-51c	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Golden stage Attack Lab
M8	M8-51d	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Golden stage policy/retest
M8	M8-51e	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: Golden stage investigate/audit
M8	M8-51	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: golden E2E
M8	M8-52a	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: Usability fresh-install setup
M8	M8-52b	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: Usability install observation
M8	M8-52c	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: Usability failure diagnosis
M8	M8-52d	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: Usability diagnostics observation
M8	M8-52	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: single-tenant install usability test
M8	M8-53	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: design-partner value gate
M8	M8-55	Complete	production-available	PROD-current-composition	audited shipped composition: SaaS values profile
M8	M8-56	Complete	component-only	T15-deployment	audited component-only proof: single-tenant values profile
M8	M8-57a	Complete	production-available	T15-deployment	customer-edge values render exact-pinned Tetragon plus the sensor adapter and no hosted control-plane workload; release render gate 20/20 at b0caf99
M8	M8-57b	Complete	production-available	T15-deployment	customer-edge values render runtime gateway, durable local policy cache, and bounded SaaS destination with no Neon or graph dependency; release render gate 20/20 at b0caf99
M8	M8-57c	Complete	production-available	T15-deployment	customer-edge render requires scoped Organization, Workspace, Environment, device, and secret references without plaintext credentials; release render gate 20/20 at b0caf99
M8	M8-57	Complete	production-available	T15-deployment	supported customer-edge profile composes only runtime gateway, sensor adapter, and Tetragon with no hosted web, API, database, graph, or Nango dependency; release render gate 20/20 at b0caf99
M8	M8-58a	Complete	component-only	T16-recovery-ops	audited component-only proof: SaaS quota load fixture
M8	M8-58b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS quota load trigger
M8	M8-58	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS Organization quota result
M8	M8-59a1	Complete	component-only	T16-recovery-ops	audited component-only proof: SaaS isolation API/Neon fixture references
M8	M8-59a2	Complete	component-only	T16-recovery-ops	audited component-only proof: SaaS isolation graph/search fixture references
M8	M8-59a3	Complete	component-only	T16-recovery-ops	audited component-only proof: SaaS isolation S3/queue fixture references
M8	M8-59a	Complete	component-only	T16-recovery-ops	audited component-only proof: SaaS tenant isolation release fixture
M8	M8-59b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS tenant isolation trigger
M8	M8-59	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS tenant isolation result
M8	M8-60a	Complete	component-only	T16-recovery-ops	audited component-only proof: SaaS golden fixture
M8	M8-60b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS golden trigger
M8	M8-60	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS golden result
M8	M8-61a	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: single-tenant golden trigger
M8	M8-61	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: single-tenant golden result
M8	M8-62a	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: SaaS first-Admin bootstrap usability
M8	M8-62b	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: SaaS AWS setup usability
M8	M8-62c	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: SaaS Kubernetes setup usability
M8	M8-62d	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: SaaS GitHub setup usability
M8	M8-62e	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: SaaS launch-IdP setup usability
M8	M8-62	Blocked	blocked/external	EXT-human-observation	audited external evidence gate: SaaS onboarding usability result
M8	M8-63a	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS DR recovery fixture
M8	M8-63b	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS DR start recovery
M8	M8-63c	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS DR inspect core recovery
M8	M8-63d	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS DR rebuild derived stores
M8	M8-63e	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS DR measure objectives
M8	M8-63	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: SaaS DR gate
M8	M8-54	Blocked	blocked/external	EXT-cloud-deploy	audited external evidence gate: M8 release gate
